sample_id,interp_age,interp_age_uncert_pos,interp_age_uncert_neg,age_model_type,ann_lam_check,dep_rate_check
75241,10515.7,,,linear between dates,not applicable,not applicable
75242,10517.2,,,linear between dates,not applicable,not applicable
75243,10518.6,,,linear between dates,not applicable,not applicable
75244,10520,,,linear between dates,not applicable,not applicable
75245,10521.4,,,linear between dates,not applicable,not applicable
75246,10522.8,,,linear between dates,not applicable,not applicable
75247,10524.2,,,linear between dates,not applicable,not applicable
75248,10525.6,,,linear between dates,not applicable,not applicable
75249,10527,,,linear between dates,not applicable,not applicable
75250,10528.4,,,linear between dates,not applicable,not applicable
75251,10529.8,,,linear between dates,not applicable,not applicable
75252,10531.3,,,linear between dates,not applicable,not applicable
75253,10532.7,,,linear between dates,not applicable,not applicable
75254,10534.1,,,linear between dates,not applicable,not applicable
75255,10535.5,,,linear between dates,not applicable,not applicable
75256,10536.9,,,linear between dates,not applicable,not applicable
75257,10539.7,,,linear between dates,not applicable,not applicable
75258,10541.1,,,linear between dates,not applicable,not applicable
75259,10542.5,,,linear between dates,not applicable,not applicable
75260,10543.9,,,linear between dates,not applicable,not applicable
75261,10545.4,,,linear between dates,not applicable,not applicable
75262,10546.8,,,linear between dates,not applicable,not applicable
75263,10548.2,,,linear between dates,not applicable,not applicable
75264,10549.6,,,linear between dates,not applicable,not applicable
75265,10551,,,linear between dates,not applicable,not applicable
75266,10552.4,,,linear between dates,not applicable,not applicable
75267,10553.8,,,linear between dates,not applicable,not applicable
75268,10555.2,,,linear between dates,not applicable,not applicable
75269,10556.6,,,linear between dates,not applicable,not applicable
75270,10558,,,linear between dates,not applicable,not applicable
75271,10559.5,,,linear between dates,not applicable,not applicable
75272,10560.9,,,linear between dates,not applicable,not applicable
75273,10562.3,,,linear between dates,not applicable,not applicable
75274,10563.7,,,linear between dates,not applicable,not applicable
75275,10565.1,,,linear between dates,not applicable,not applicable
75276,10566.5,,,linear between dates,not applicable,not applicable
75277,10567.9,,,linear between dates,not applicable,not applicable
75278,10569.3,,,linear between dates,not applicable,not applicable
75279,10570.7,,,linear between dates,not applicable,not applicable
75280,10572.1,,,linear between dates,not applicable,not applicable
75281,10573.6,,,linear between dates,not applicable,not applicable
75282,10575,,,linear between dates,not applicable,not applicable
75283,10576.4,,,linear between dates,not applicable,not applicable
75284,10577.8,,,linear between dates,not applicable,not applicable
75285,10579.2,,,linear between dates,not applicable,not applicable
75286,10580.6,,,linear between dates,not applicable,not applicable
75287,10582,,,linear between dates,not applicable,not applicable
75288,10583.4,,,linear between dates,not applicable,not applicable
75289,10584.8,,,linear between dates,not applicable,not applicable
75290,10586.2,,,linear between dates,not applicable,not applicable
75291,10587.7,,,linear between dates,not applicable,not applicable
75292,10589.1,,,linear between dates,not applicable,not applicable
75293,10590.5,,,linear between dates,not applicable,not applicable
75294,10591.9,,,linear between dates,not applicable,not applicable
75295,10593.3,,,linear between dates,not applicable,not applicable
75296,10594.7,,,linear between dates,not applicable,not applicable
75297,10596.1,,,linear between dates,not applicable,not applicable
75298,10597.5,,,linear between dates,not applicable,not applicable
75299,10598.9,,,linear between dates,not applicable,not applicable
75300,10600.3,,,linear between dates,not applicable,not applicable
75301,10601.8,,,linear between dates,not applicable,not applicable
75302,10603.2,,,linear between dates,not applicable,not applicable
75303,10604.6,,,linear between dates,not applicable,not applicable
75304,10606,,,linear between dates,not applicable,not applicable
75305,10607.4,,,linear between dates,not applicable,not applicable
75306,10608.8,,,linear between dates,not applicable,not applicable
75307,10610.2,,,linear between dates,not applicable,not applicable
75308,10611.6,,,linear between dates,not applicable,not applicable
75309,10613,,,linear between dates,not applicable,not applicable
75310,10614.4,,,linear between dates,not applicable,not applicable
75311,10615.9,,,linear between dates,not applicable,not applicable
75312,10617.3,,,linear between dates,not applicable,not applicable
75313,10618.7,,,linear between dates,not applicable,not applicable
75314,10620.1,,,linear between dates,not applicable,not applicable
75315,10621.5,,,linear between dates,not applicable,not applicable
75316,10622.9,,,linear between dates,not applicable,not applicable
75317,10624.3,,,linear between dates,not applicable,not applicable
75318,10625.7,,,linear between dates,not applicable,not applicable
75319,10627.1,,,linear between dates,not applicable,not applicable
75320,10628.5,,,linear between dates,not applicable,not applicable
75321,10630,,,linear between dates,not applicable,not applicable
75322,10631.4,,,linear between dates,not applicable,not applicable
75323,10632.8,,,linear between dates,not applicable,not applicable
75324,10634.2,,,linear between dates,not applicable,not applicable
75325,10635.6,,,linear between dates,not applicable,not applicable
75326,10637,,,linear between dates,not applicable,not applicable
75327,10637.9,,,linear between dates,not applicable,not applicable
75328,10638.8,,,linear between dates,not applicable,not applicable
75329,10639.7,,,linear between dates,not applicable,not applicable
75330,10640.6,,,linear between dates,not applicable,not applicable
75331,10641.4,,,linear between dates,not applicable,not applicable
75332,10642.3,,,linear between dates,not applicable,not applicable
75333,10643.2,,,linear between dates,not applicable,not applicable
75334,10644.1,,,linear between dates,not applicable,not applicable
75335,10645,,,linear between dates,not applicable,not applicable
75336,10645.9,,,linear between dates,not applicable,not applicable
75337,10646.8,,,linear between dates,not applicable,not applicable
75338,10647.7,,,linear between dates,not applicable,not applicable
75339,10648.6,,,linear between dates,not applicable,not applicable
75340,10649.4,,,linear between dates,not applicable,not applicable
75341,10650.3,,,linear between dates,not applicable,not applicable
75342,10651.2,,,linear between dates,not applicable,not applicable
75343,10652.1,,,linear between dates,not applicable,not applicable
75344,10653,,,linear between dates,not applicable,not applicable
75345,10653.9,,,linear between dates,not applicable,not applicable
75346,10654.8,,,linear between dates,not applicable,not applicable
75347,10655.7,,,linear between dates,not applicable,not applicable
75348,10656.6,,,linear between dates,not applicable,not applicable
75349,10657.4,,,linear between dates,not applicable,not applicable
75350,10658.3,,,linear between dates,not applicable,not applicable
75351,10659.2,,,linear between dates,not applicable,not applicable
75352,10660.1,,,linear between dates,not applicable,not applicable
75353,10661,,,linear between dates,not applicable,not applicable
75354,10661.9,,,linear between dates,not applicable,not applicable
75355,10662.8,,,linear between dates,not applicable,not applicable
75356,10663.7,,,linear between dates,not applicable,not applicable
75357,10664.6,,,linear between dates,not applicable,not applicable
75358,10665.4,,,linear between dates,not applicable,not applicable
75359,10666.3,,,linear between dates,not applicable,not applicable
75360,10667.2,,,linear between dates,not applicable,not applicable
75361,10668.1,,,linear between dates,not applicable,not applicable
75362,10669,,,linear between dates,not applicable,not applicable
75363,10669.9,,,linear between dates,not applicable,not applicable
75364,10670.8,,,linear between dates,not applicable,not applicable
75365,10671.7,,,linear between dates,not applicable,not applicable
75366,10672.6,,,linear between dates,not applicable,not applicable
75367,10673.4,,,linear between dates,not applicable,not applicable
75368,10674.3,,,linear between dates,not applicable,not applicable
75369,10675.2,,,linear between dates,not applicable,not applicable
75370,10676.1,,,linear between dates,not applicable,not applicable
75371,10677,,,linear between dates,not applicable,not applicable
75372,10677.9,,,linear between dates,not applicable,not applicable
75373,10678.8,,,linear between dates,not applicable,not applicable
75374,10679.7,,,linear between dates,not applicable,not applicable
75375,10680.6,,,linear between dates,not applicable,not applicable
75376,10681.4,,,linear between dates,not applicable,not applicable
75377,10682.3,,,linear between dates,not applicable,not applicable
75378,10683.2,,,linear between dates,not applicable,not applicable
75379,10684.1,,,linear between dates,not applicable,not applicable
